"Time [ms]","InducedVoltage(PriCoil) [V]","InducedVoltage(SecCoil) [V]","Current(PriCoil) [mA]"
0,22.2348,4.29884,0
0.33333333333333,21.6449587610513,7.15883956249034,412.171406071395
0.66666666666666,21.055121156191,10.0188393976346,576.584712913949
0.99999999999999,20.1774514073227,10.9467497497869,630.97997771745
1.33333333333332,19.0032457100049,10.9545140041485,632.87336353711
1.66666666666665,17.5336267688383,10.4702719139911,606.863388091368
1.99999999999998,15.8308578428654,9.70932001522324,563.868834349803
2.33333333333331,13.8295249513613,8.71106964810905,508.772432028083
2.66666666666664,11.6125572852088,7.55197146021572,444.361508469487
2.99999999999997,9.21202373065507,6.26315635309838,372.425304215905
3.3333333333333,6.66858709556291,4.87245824004734,294.41638948024
3.66666666666663,4.02440660695793,3.40552993297232,211.690643217725
3.99999999999996,1.32089370631398,1.88658760183237,125.59251290558
4.33333333333329,-1.40082037476862,0.339347168794274,37.4859339917189
4.66666666666662,-4.10020211178433,-1.21291463965289,-51.2408016408093
4.99999999999995,-6.73685843542575,-2.74700997609058,-139.182611103778
5.33333333333328,-9.2709430783916,-4.23984586718446,-224.929815822069
5.66666666666661,-11.6628705783855,-5.66833504536164,-307.094991332962
5.99999999999994,-13.8729198771206,-7.00900839797924,-384.340458798743
6.33333333333327,-15.8591052709994,-8.23670168338403,-455.407875603071
6.6666666666666,-17.57006414608,-9.32069813435835,-519.13387850963
6.99999999999993,-19.025930611311,-10.2695061440338,-574.610076896856
7.33333333333326,-20.1816500230758,-11.0573441988853,-621.020123312324
7.66666666666659,-21.0197787404367,-11.671734409718,-657.743695374459
7.99999999999992,-21.5251987924397,-12.100059367007,-684.827153543672
8.33333333333325,-21.6899809790812,-12.3106553454321,-704.594777054959
8.66666666666658,-21.5143356916128,-12.3604375466729,-709.657156317224
8.99999999999991,-20.9991440700282,-12.2149703496095,-703.157834588928
9.33333333333324,-20.1592880976143,-11.8774579393633,-685.459502356007
9.66666666666657,-18.9924615166479,-11.3456813063766,-656.956060611921
9.9999999999999,-17.5709676977228,-10.6587352838312,-618.288012990782
10.3333333333332,-15.8170387039579,-9.77283216149397,-569.88352549805
10.6666666666666,-13.8139117089917,-8.73204625196174,-512.596576423184
10.9999999999999,-11.5899859596327,-7.55160979490277,-447.324563040383
11.3333333333332,-9.18775518311739,-6.2541583943478,-375.102824563294
11.6666666666665,-6.67873601394474,-4.87868606837282,-297.136707433023
11.9999999999999,-4.03767955613223,-3.41245925749921,-214.509550637567
12.3333333333332,-1.31429197017189,-1.88241341484734,-128.440784354382
12.6666666666665,1.40092554631834,-0.33844812307229,-40.3592812915447
12.9999999999999,4.10527694202685,1.21623043668148,48.4111994498484
13.3333333333332,6.74584594891695,2.75212448041332,136.451507440046
13.6666666666665,9.25423360801464,4.23040816759742,222.285618057989
13.9999999999999,11.6431106369178,5.65631223892918,304.603414068502
14.3333333333332,13.8551892593749,6.99743807859651,382.044662712448
14.6666666666665,15.8519706959935,8.23081069922076,453.321988200172
14.9999999999998,17.5734068517871,9.32153044192292,517.215818952962
15.3333333333332,19.0270546355986,10.2689019419775,572.769107271784
15.6666666666665,20.1826107882234,11.0561451728032,619.178049341644
15.9999999999998,21.0202794924688,11.6700024672508,655.773937711677
16.3333333333332,21.5263984935209,12.1003046343629,682.090501791828
16.6666666666665,21.6926970822923,12.3380525269141,698.320006046652
16.9999999999998,21.5154317205646,12.3542605472838,707.030472427471
17.3333333333332,21.0004768669876,12.2086733109808,700.966251810016
17.6666666666665,20.1546419029887,11.8704573109359,683.449324045865
17.9999999999998,18.9957756472813,11.3454372990565,655.016409804696
18.3333333333332,17.5295233463897,10.6347711793592,616.208622311961
18.6666666666665,15.8294519362279,9.77894909018504,567.814315867685
18.9999999999998,13.8288877156644,8.74045487977765,510.43746203377
19.3333333333331,11.612283979624,7.564379393848,445.063357380507
19.6666666666665,9.21191981051625,6.26840254758487,372.720367389259
19.9999999999998,6.66855040527731,4.8746779944434,294.539617408145
20.3333333333331,4.02439631632813,3.40647070703185,211.741267689241
20.6666666666665,1.32089053656869,1.88698609520442,125.612447794996
20.9999999999998,-1.40082414676852,0.3395144662922,37.4929026993713
21.3333333333331,-4.10020949168615,-1.21284708997183,-51.2392845515043
21.6666666666665,-6.73687043461556,-2.746986605725,-139.183344250553
21.9999999999998,-9.27095767908125,-4.23984187716082,-224.931416646061
22.3333333333331,-11.662886073466,-5.66833943424225,-307.096860701849
22.6666666666665,-13.8729285558645,-7.00901242566185,-384.342333240618
22.9999999999998,-15.8591028845107,-8.23670074625508,-455.409663397396
23.3333333333331,-17.5700634071928,-9.32069805489727,-519.135605792695
23.6666666666665,-19.0259300024958,-10.2695065510011,-574.611780995913
23.9999999999998,-20.1816496058632,-11.0573454216414,-621.021904028724
24.3333333333331,-21.0191136830259,-11.671352943961,-657.745676087451
24.6666666666664,-21.525159573898,-12.1000324371264,-684.831169568966
24.9999999999998,-21.6899414560346,-12.3106247421713,-704.596887269822
25.3333333333331,-21.5143334604745,-12.3604385403289,-709.658992906564
25.6666666666664,-20.9991243938665,-12.2149609820979,-703.159545056834
25.9999999999998,-20.1592764431474,-11.8774529077583,-685.461221538042
26.3333333333331,-18.9924622556578,-11.3456831806906,-656.957832362577
26.6666666666664,-17.5709558008264,-10.6587289687719,-618.289835269364
26.9999999999998,-15.8170267570385,-9.77282524796311,-569.885459869309
27.3333333333331,-13.8138888401729,-8.73203322602678,-512.598613577827
27.6666666666664,-11.589959791984,-7.55159453088573,-447.326727501306
27.9999999999998,-9.18772956446144,-6.2541430925945,-375.105142564735
28.3333333333331,-6.67874468782942,-4.87868866174032,-297.139284644371
28.6666666666664,-4.03768334825637,-3.41245961029184,-214.512316591266
28.9999999999998,-1.31428802306193,-1.88241002033201,-128.443633999221
29.3333333333331,1.40092510976361,-0.338447235818914,-40.3621747223127
29.6666666666664,4.10528178218163,1.21623366231226,48.4083561377195
29.9999999999997,6.74585374852358,2.75212889342507,136.448775292278
30.3333333333331,9.25421891282534,4.23039993503878,222.282974846869
30.6666666666664,11.6430903496784,5.65630007966435,304.600920172715
30.9999999999997,13.8551676946647,6.99742442725356,382.042366464244
31.3333333333331,15.8519535170682,8.2307989795195,453.319914327854
31.6666666666664,17.5734088606392,9.32152957360961,517.213957442914
31.9999999999997,19.0270557486111,10.2689013753015,572.767383197192
32.3333333333331,20.1826114446896,11.056144274211,619.176376863242
32.6666666666664,21.0202799742469,11.6700011102902,655.772216198992
32.9999999999997,21.5263992184571,12.1003031103487,682.088539103271
33.333333333333,21.6927416520284,12.3380795470368,698.316037813369
