"Time [ms]","InducedVoltage(PriCoil) [V]","InducedVoltage(SecCoil) [V]","Current(PriCoil) [A]"
0,0.0426393,-0.0181385,0
0.33333333333333,2.7556839990046,1.56047625882884,0.00374432756044513
0.66666666666666,5.46872874276931,3.13909102093772,0.00556539851466542
0.99999999999999,8.09553189853073,4.65632850550133,0.00729149087060825
1.33333333333332,10.5946127298164,6.09925571948935,0.00901841271945535
1.66666666666665,12.9265309592012,7.44555988864496,0.010777649010077
1.99999999999998,15.0544875753826,8.67412842145963,0.0125831162629109
2.33333333333331,16.9449271353828,9.76557278728592,0.0144436023870692
2.66666666666664,18.5680127849939,10.702690214287,0.0163671757637676
2.99999999999997,19.8981075858525,11.470579786268,0.0183806838258778
3.3333333333333,20.9142142575317,12.0570200838907,0.0205192721044172
3.66666666666663,21.600264622467,12.4526055134858,0.0228378501176794
3.99999999999996,21.945351012055,12.65008009081,0.0255354229468866
4.33333333333329,21.9439021479588,12.6461298163596,0.0288293652916831
4.66666666666662,21.5959208984335,12.4413851434303,0.0328258350811572
4.99999999999995,20.9064489437839,12.0355267048494,0.0381676742682367
5.33333333333328,19.8848157834913,11.413090891798,0.0486720728661965
5.66666666666661,18.5355224485651,10.4414854371353,0.0900945066183481
5.99999999999994,16.7914112835726,8.21088554856813,0.363309655763366
6.33333333333327,14.3946579388403,4.71934761502051,1.50790940834643
6.6666666666666,10.6640626874017,2.20467423364403,5.15220100872481
6.99999999999993,7.0470821779405,1.04199935808859,8.07144039027889
7.33333333333326,3.8243463958924,0.458830064855861,9.71389277533714
7.66666666666659,1.00457691004757,0.112344624762042,10.1511103643414
7.99999999999992,-1.43472726151554,-0.159082258009024,9.52738031330532
8.33333333333325,-3.52692912062898,-0.425804957987661,8.01493845889964
8.66666666666658,-5.31026037953589,-0.755372581684297,5.80085478497143
8.99999999999991,-6.84640742812063,-1.21538391061859,3.12519100021627
9.33333333333324,-8.56609277452641,-2.07035609954341,1.06213229446821
9.66666666666657,-10.7653609989752,-3.64458226853906,0.375518672335747
9.9999999999999,-12.980461373699,-6.06375750993675,0.111798968722746
10.3333333333332,-15.0807466680616,-8.29494177839919,0.0470168477509294
10.6666666666666,-16.964577100857,-9.67952351559423,0.0301951206728199
10.9999999999999,-18.5851092775763,-10.6748284630807,0.0224960037359436
11.3333333333332,-19.9139518255909,-11.4609865252732,0.0176237040873919
11.6666666666665,-20.9292166450191,-12.05311434168,0.0135646547124298
11.9999999999999,-21.6148636471882,-12.454996745332,0.0103260377788788
12.3333333333332,-21.960009874791,-12.6593337457343,0.00775513970689126
12.6666666666665,-21.959096432251,-12.6629412704569,0.00569976289240196
12.9999999999999,-21.6120858020795,-12.465790209655,0.00401428654639426
13.3333333333332,-20.9244002879884,-12.0715150704634,0.00262942954026728
13.6666666666665,-19.9068573577508,-11.4865365408053,0.00150500866226658
13.9999999999999,-18.5754748030542,-10.720091431426,0.000600485091914484
14.3333333333332,-16.951229597088,-9.78417248782624,-0.000138129869862593
14.6666666666665,-15.0596685266726,-8.69307285752053,-0.000838372693633859
14.9999999999998,-12.9284125138989,-7.43122756506476,-0.00649065184458269
15.3333333333332,-10.5952060828739,-6.11337462083541,-0.00766991877131183
15.6666666666665,-8.09538003288321,-4.67902910907373,-0.00760659349105234
15.9999999999998,-5.46797608632296,-3.1649885925379,-0.00718880909699483
16.3333333333332,-2.75446878462107,-1.60037833667836,-0.00650581016510341
16.6666666666665,0.00245907617409462,-0.0105537515063814,-0.00558880953727056
16.9999999999998,2.75929015437855,1.57945364948543,-0.00445230949555683
17.3333333333332,5.47253905365529,3.14438583734867,-0.00309440006472008
17.6666666666665,8.09938164890213,4.65916119152303,-0.00145798468612897
17.9999999999998,10.598020089512,6.09476912642365,0.00127455399022109
18.3333333333332,12.9275587312336,7.41083146098748,0.00844734697289935
18.6666666666665,15.0554135499713,8.67284940749719,0.0105065121389745
18.9999999999998,16.9458138008417,9.76575494051544,0.0124154272894433
19.3333333333331,18.5689123858933,10.703469823842,0.014302365566919
19.6666666666665,19.8990463025481,11.4718388661772,0.0162063874031397
19.9999999999998,20.9152510363107,12.0588344786305,0.0181555662960364
20.3333333333331,21.601415634159,12.4551899818482,0.0201807543440596
20.6666666666665,21.9467545653381,12.6543462977898,0.0223456656857939
20.9999999999998,21.9456714635343,12.6526710251872,0.0247913757158064
21.3333333333331,21.5981432328703,12.4499855249393,0.0276704579602294
21.6666666666665,20.9095330666794,12.0493306220721,0.0311447083744711
21.9999999999998,19.8907043157356,11.4580589100705,0.0352060749317438
22.3333333333331,18.55683063447,10.6724405398851,0.0417763809876421
22.6666666666665,16.9262847350849,9.67851232138537,0.0568517041655377
22.9999999999998,15.0084962431732,8.29936449018122,0.116987578819459
23.3333333333331,12.771398254794,6.04986544154037,0.363268973204423
23.6666666666665,10.1755944658839,3.56554070003087,0.959066665440851
23.9999999999998,7.10594756879618,1.84587006897512,2.25395304465985
24.3333333333331,3.87287526662069,0.812069160591807,3.6335204400066
24.6666666666664,0.991373322636899,0.182154900078871,4.01348415017328
24.9999999999998,-1.51239958122043,-0.279472898407048,3.43724421574155
25.3333333333331,-3.70109164891409,-0.782991959812148,2.14271499031122
25.6666666666664,-5.9282804402049,-1.5197466997874,1.03888687533055
25.9999999999998,-8.30422378589484,-2.71284604298981,0.467030413249677
26.3333333333331,-10.6715970989673,-4.62910208510153,0.165924154442834
26.6666666666664,-12.9595229059868,-6.86065075872384,0.064137701643196
26.9999999999998,-15.076161642574,-8.52186364817682,0.0367628178684856
27.3333333333331,-16.9629658885124,-9.72111949056824,0.0265304227558357
27.6666666666664,-18.584247520647,-10.6852966850954,0.0205124827240399
27.9999999999998,-19.9132542109624,-11.4631628958264,0.0160297356268742
28.3333333333331,-20.9286334158969,-12.0547030186467,0.0122642651408543
28.6666666666664,-21.6144250795922,-12.4567161115123,0.00932897622404947
28.9999999999998,-21.9596450030925,-12.660327991042,0.00694148665767232
29.3333333333331,-21.9587852269553,-12.6633440931357,0.0049760767260294
29.6666666666664,-21.6117947499473,-12.4660335698146,0.00335276054509652
29.9999999999997,-20.9241266124701,-12.071616516241,0.00200740434860444
30.3333333333331,-19.906589845203,-11.4864754259424,0.00089705015241233
30.6666666666664,-18.5752048238533,-10.7198399898665,-2.16750713346609e-05
30.9999999999997,-16.950923999544,-9.7835195108823,-0.000834755151413527
31.3333333333331,-15.0590618007516,-8.68982705460701,-0.00198942223024032
31.6666666666664,-12.9276750296353,-7.42700937195991,-0.00818300142431436
31.9999999999997,-10.5948571342213,-6.11918545073569,-0.00846303662233426
32.3333333333331,-8.09506275343165,-4.67959382675624,-0.00829531265244688
32.6666666666664,-5.46772711745038,-3.16499542803622,-0.00784195330976808
32.9999999999997,-2.75418661633305,-1.60034602031627,-0.00714666680000967
33.333333333333,0.00274099793198692,-0.0103930304324286,-0.00622954073664572
